40504r, SPAN 1001  001r, Mainr, 4r, Basic Ir, Tuesday ThursdaySMTWTFS02:00  PM   03:20  PM Type:  Class Building: Ritter Hall Room: 00300 Start Date: 01 13 2020 End Date: 05 06 2020NoneSMTWTFS    Type:  Laboratory Building: None Room: None Start Date: 01 13 2020 End Date: 05 06 2020r, 6   1 of 24 seats remain 100 of 100 waitlist seats remain r, Felicia N  Trievel  Primary  Ashley Shaffer r, 
3790r, SPAN 1001  002r, Mainr, 4r, Basic Ir, Tuesday ThursdaySMTWTFS02:00  PM   03:20  PM Type:  Class Building: Anderson Hall Room: 00422 Start Date: 01 13 2020 End Date: 05 06 2020NoneSMTWTFS    Type:  Drop In 1 Building: None Room: None Start Date: 01 13 2020 End Date: 05 06 2020r, 7   20 of 24 seats remain 100 of 100 waitlist seats remain r, Alira Ashvo Munoz  Primary  Nicole Nathan r, 
3791r, SPAN 1001  003r, Mainr, 4r, Basic Ir, Monday Wednesday FridaySMTWTFS10:00  AM   10:50  AM Type:  Class Building: Anderson Hall Room: 00422 Start Date: 01 13 2020 End Date: 05 06 2020NoneSMTWTFS    Type:  Drop In 2 Building: None Room: None Start Date: 01 13 2020 End Date: 05 06 2020r, 6   9 of 24 seats remain 100 of 100 waitlist seats remain r, Nicole Nathan Ana R  Gomez Rosal  Primary  r, 
3792r, SPAN 1001  004r, Mainr, 4r, Basic Ir, Monday Wednesday FridaySMTWTFS11:00  AM   11:50  AM Type:  Lecture Building: Anderson Hall Room: 01123 Start Date: 01 13 2020 End Date: 05 06 2020NoneSMTWTFS    Type:  Laboratory Building: None Room: None Start Date: 01 13 2020 End Date: 05 06 2020r, 6   6 of 24 seats remain 100 of 100 waitlist seats remain r, Thomas B  Morton  Primary  Nicole Nathan r, 
3793r, SPAN 1001  005r, Mainr, 4r, Basic Ir, Monday Wednesday FridaySMTWTFS12:00  PM   12:50  PM Type:  Class Building: Anderson Hall Room: 00945 Start Date: 01 13 2020 End Date: 05 06 2020NoneSMTWTFS    Type:  Drop In 3 Building: None Room: None Start Date: 01 13 2020 End Date: 05 06 2020r, 6   9 of 24 seats remain 100 of 100 waitlist seats remain r, 6   Ana R  Gomez Rosal  Primary  Fernando Fonseca Pacheco r, 
35165r, SPAN 1001  008r, Mainr, 4r, Basic Ir, Tuesday ThursdaySMTWTFS03:30  PM   04:50  PM Type:  Class Building: Anderson Hall Room: 00422 Start Date: 01 13 2020 End Date: 05 06 2020NoneSMTWTFS    Type:  Drop In 1 Building: None Room: None Start Date: 01 13 2020 End Date: 05 06 2020r, 7   16 of 24 seats remain 100 of 100 waitlist seats remain r, Alira Ashvo Munoz  Primary  Renata Pontes r, 
3797r, SPAN 1001  010r, Mainr, 4r, Basic Ir, Tuesday ThursdaySMTWTFS12:30  PM   01:50  PM Type:  Class Building: Anderson Hall Room: 00422 Start Date: 01 13 2020 End Date: 05 06 2020NoneSMTWTFS    Type:  Drop In 2 Building: None Room: None Start Date: 01 13 2020 End Date: 05 06 2020r, 7   16 of 24 seats remain 100 of 100 waitlist seats remain r, Alira Ashvo Munoz  Primary  Renata Pontes r, 
3798r, SPAN 1001  011r, Mainr, 4r, Basic Ir, MondaySMTWTFS05:30  PM   07:10  PM Type:  Class Building: Anderson Hall Room: 00422 Start Date: 01 13 2020 End Date: 05 06 2020WednesdaySMTWTFS05:30  PM   07:10  PM Type:  Laboratory Building: Anderson Hall Room: 00103 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   16 of 24 seats remain 100 of 100 waitlist seats remain r, Gabriela Diaz Davalos  Primary  r, 
7590r, SPAN 1001  016r, Mainr, 4r, Basic Ir, Monday Wednesday FridaySMTWTFS01:00  PM   01:50  PM Type:  Class Building: Anderson Hall Room: 00906 Start Date: 01 13 2020 End Date: 05 06 2020NoneSMTWTFS    Type:  Drop In 2 Building: None Room: None Start Date: 01 13 2020 End Date: 05 06 2020r, 7   10 of 24 seats remain 100 of 100 waitlist seats remain r, Thomas B  Morton  Primary  Ashley Shaffer r, 
18855r, SPAN 1001  018r, Mainr, 4r, Basic Ir, Tuesday ThursdaySMTWTFS11:00  AM   12:20  PM Type:  Class Building: Anderson Hall Room: 00506 Start Date: 01 13 2020 End Date: 05 06 2020NoneSMTWTFS    Type:  Drop In 1 Building: None Room: None Start Date: 01 13 2020 End Date: 05 06 2020r, FULL: 0 of 24 seats remain  100 of 100 waitlist seats remain r, 7   Patricia M  Viacaba  Primary  Fernando Fonseca Pacheco r, 
37705r, SPAN 1001  019r0, Mainr1, 4r2, Basic Ir3, Tuesday ThursdaySMTWTFS09:30  AM   10:50  AM Type:  Class Building: Gladfelter Hall Room: 00458 Start Date: 01 13 2020 End Date: 05 06 2020NoneSMTWTFS    Type:  Drop In 1 Building: None Room: None Start Date: 01 13 2020 End Date: 05 06 2020r4, 7   12 of 24 seats remain 100 of 100 waitlist seats remain r5, 6   Felicia N  Trievel  Primary  Fernando Fonseca Pacheco r6, 
31021r, SPAN 1001  701r, Mainr, 4r, Basic Ir, r   NoneSMTWTFS    Type:  Online course activity Building: None Room: None Start Date: 01 13 2020 End Date: 05 06 2020r, FULL: 0 of 20 seats remain  98 of 100 waitlist seats remain rA, Renata Pontes  Primary  rB, 
40505rG, SPAN 1002  001rH, MainrI, 4rJ, Basic IIrK, Tuesday ThursdaySMTWTFS02:00  PM   03:20  PM Type:  Class Building: Ritter Annex Room: 00309 Start Date: 01 13 2020 End Date: 05 06 2020NoneSMTWTFS    Type:  Laboratory Building: None Room: None Start Date: 01 13 2020 End Date: 05 06 2020rL, FULL: 0 of 24 seats remain  100 of 100 waitlist seats remain rM, Pilar Maravi Aura H  Baki  Primary  rN, 
3801rS, SPAN 1002  002rT, MainrU, 4rV, Basic IIrW, Monday Wednesday FridaySMTWTFS11:00  AM   11:50  AM Type:  Class Building: Anderson Hall Room: 00422 Start Date: 01 13 2020 End Date: 05 06 2020NoneSMTWTFS    Type:  Drop In 1 Building: None Room: None Start Date: 01 13 2020 End Date: 05 06 2020r, 6   1 of 24 seats remain 100 of 100 waitlist seats remain rY, Pilar Maravi Joshua M  Pongan  Primary  rZ, 
3802r, SPAN 1002  003r, Mainra, 4rb, Basic IIrc, Monday Wednesday FridaySMTWTFS11:00  AM   11:50  AM Type:  Lecture Building: Gladfelter Hall Room: 00824 Start Date: 01 13 2020 End Date: 05 06 2020NoneSMTWTFS    Type:  Drop In 1 Building: None Room: None Start Date: 01 13 2020 End Date: 05 06 2020rd, FULL: 0 of 24 seats remain  99 of 100 waitlist seats remain re, Pilar Maravi Maria C  Franco  Primary  rf, 
40506rk, SPAN 1002  004rl, Mainrm, 4rn, Basic IIro, Tuesday ThursdaySMTWTFS09:30  AM   10:50  AM Type:  Class Building: Anderson Hall Room: 00406 Start Date: 01 13 2020 End Date: 05 06 2020NoneSMTWTFS    Type:  Laboratory Building: None Room: None Start Date: 01 13 2020 End Date: 05 06 2020rp, FULL: 0 of 24 seats remain  99 of 100 waitlist seats remain r, 6   Alodia Martin Martinez Coral I  Zayas Colon  Primary  rr, 
3804rw, SPAN 1002  005rx, Mainry, 4rz, Basic IIr, Monday Wednesday FridaySMTWTFS02:00  PM   02:50  PM Type:  Class Building: Anderson Hall Room: 00422 Start Date: 01 13 2020 End Date: 05 06 2020NoneSMTWTFS    Type:  Drop In 2 Building: None Room: None Start Date: 01 13 2020 End Date: 05 06 2020r, FULL: 0 of 24 seats remain  100 of 100 waitlist seats remain r, 2   Thomas B  Morton  Primary  Alodia Martin Martinez r, 
3805r, SPAN 1002  006r, Mainr, 4r, Basic IIr, Monday Wednesday FridaySMTWTFS12:00  PM   12:50  PM Type:  Class Building: Anderson Hall Room: 00422 Start Date: 01 13 2020 End Date: 05 06 2020NoneSMTWTFS    Type:  Drop In 2 Building: None Room: None Start Date: 01 13 2020 End Date: 05 06 2020r, FULL: 0 of 24 seats remain  100 of 100 waitlist seats remain r, 2   Milca Dubon Jesus Manuel Fernandez Cano  Primary  r, 
37709r, SPAN 1002  011r, Mainr, 4r, Basic IIr, Tuesday ThursdaySMTWTFS11:00  AM   12:20  PM Type:  Class Building: Anderson Hall Room: 01106 Start Date: 01 13 2020 End Date: 05 06 2020NoneSMTWTFS    Type:  Laboratory Building: None Room: None Start Date: 01 13 2020 End Date: 05 06 2020r, FULL: 0 of 24 seats remain  99 of 100 waitlist seats remain r, 3   Lina M  Ruiz Guzman Coral I  Zayas Colon  Primary  r, 
3809r, SPAN 1002  014r, Mainr, 4r, Basic IIr, Tuesday ThursdaySMTWTFS12:30  PM   01:50  PM Type:  Class Building: Anderson Hall Room: 00606 Start Date: 01 13 2020 End Date: 05 06 2020NoneSMTWTFS    Type:  Drop In 2 Building: None Room: None Start Date: 01 13 2020 End Date: 05 06 2020r, 6   1 of 24 seats remain 100 of 100 waitlist seats remain r, 5   Lina M  Ruiz Guzman Daniel Guarin Buitrago  Primary  r, 
37710r, SPAN 1002  015r, Mainr, 4r, Basic IIr, Tuesday ThursdaySMTWTFS02:00  PM   03:20  PM Type:  Class Building: Gladfelter Hall Room: 00466 Start Date: 01 13 2020 End Date: 05 06 2020NoneSMTWTFS    Type:  Drop In Building: None Room: None Start Date: 01 13 2020 End Date: 05 06 2020r, 7   15 of 24 seats remain 100 of 100 waitlist seats remain r, 5   Julia Chindemi Vila Daniel Guarin Buitrago  Primary  r, 
3811r, SPAN 1002  016r, Mainr, 4r, Basic IIr, MondaySMTWTFS05:30  PM   07:10  PM Type:  Laboratory Building: Anderson Hall Room: 00406 Start Date: 01 13 2020 End Date: 05 06 2020WednesdaySMTWTFS05:30  PM   07:10  PM Type:  Lecture Building: Anderson Hall Room: 00104 Start Date: 01 13 2020 End Date: 05 06 2020r, 6   5 of 24 seats remain 100 of 100 waitlist seats remain r, KATHY Santivanez  Primary  r, 
28647r, SPAN 1002  017r, Mainr, 4r, Basic IIr, TuesdaySMTWTFS01:30  PM   03:10  PM Type:  Class Building: Anderson Hall Room: 00906 Start Date: 01 13 2020 End Date: 05 06 2020ThursdaySMTWTFS01:30  PM   03:10  PM Type:  Laboratory Building: Anderson Hall Room: 00103 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   5 of 15 seats remain  100 of 100 waitlist seats remain r, Maria E  Recio  Primary  r, 
3813r, SPAN 1002  020r, Mainr, 4r, Basic IIr, Tuesday ThursdaySMTWTFS09:30  AM   10:50  AM Type:  Class Building: Weiss Hall Room: 00711 Start Date: 01 13 2020 End Date: 05 06 2020NoneSMTWTFS    Type:  Drop In 3 Building: None Room: None Start Date: 01 13 2020 End Date: 05 06 2020r, FULL: 0 of 24 seats remain  98 of 100 waitlist seats remain r, Christopher J  Jacobs  Primary  r, 
3815r, SPAN 1002  022r, Mainr, 4r, Basic IIr, Monday Wednesday FridaySMTWTFS01:00  PM   01:50  PM Type:  Class Building: Anderson Hall Room: 00706 Start Date: 01 13 2020 End Date: 05 06 2020NoneSMTWTFS    Type:  Drop In 4 Building: None Room: None Start Date: 01 13 2020 End Date: 05 06 2020r, 6   9 of 24 seats remain 100 of 100 waitlist seats remain r, :   Julia Chindemi Vila Jesus Manuel Fernandez Cano  Primary  r, 
3816r, SPAN 1002  023r, Mainr, 4r, Basic IIr, Monday Wednesday FridaySMTWTFS12:00  PM   12:50  PM Type:  Class Building: Anderson Hall Room: 00406 Start Date: 01 13 2020 End Date: 05 06 2020NoneSMTWTFS    Type:  Drop In Building: None Room: None Start Date: 01 13 2020 End Date: 05 06 2020r, 7   15 of 24 seats remain 100 of 100 waitlist seats remain r, 5   K  Eva Weiss Yesenia Maria Escobar Espitia  Primary  r, 
3817r, SPAN 1002  024r, Mainr, 4r, Basic IIr, Monday Wednesday FridaySMTWTFS09:00  AM   09:50  AM Type:  Class Building: Anderson Hall Room: 00506 Start Date: 01 13 2020 End Date: 05 06 2020NoneSMTWTFS    Type:  Drop In Building: None Room: None Start Date: 01 13 2020 End Date: 05 06 2020r, 7   13 of 24 seats remain 100 of 100 waitlist seats remain r, Thomas B  Morton  Primary  Patricia M  Viacaba r, 
3869r, SPAN 1002  025r, Mainr, 4r, Basic IIr, Tuesday ThursdaySMTWTFS03:30  PM   04:50  PM Type:  Class Building: Anderson Hall Room: 00806 Start Date: 01 13 2020 End Date: 05 06 2020NoneSMTWTFS    Type:  Drop In 1 Building: None Room: None Start Date: 01 13 2020 End Date: 05 06 2020r, 7   16 of 24 seats remain 100 of 100 waitlist seats remain r, Maria E  Recio Nicole Nathan  Primary  r, 
7592r, SPAN 1002  026r, Mainr, 4r, Basic IIr, Monday Wednesday FridaySMTWTFS10:00  AM   10:50  AM Type:  Class Building: Anderson Hall Room: 00806 Start Date: 01 13 2020 End Date: 05 06 2020NoneSMTWTFS    Type:  Drop In 1 Building: None Room: None Start Date: 01 13 2020 End Date: 05 06 2020r, 7   15 of 24 seats remain 100 of 100 waitlist seats remain r, Patricia M  Viacaba Yesenia Maria Escobar Espitia  Primary  r, 
29181r, SPAN 1002  031r, Mainr, 4r, Basic IIr, Tuesday ThursdaySMTWTFS11:00  AM   12:20  PM Type:  Class Building: Anderson Hall Room: 00406 Start Date: 01 13 2020 End Date: 05 06 2020NoneSMTWTFS    Type:  Laboratory Building: None Room: None Start Date: 01 13 2020 End Date: 05 06 2020r, 6   8 of 24 seats remain 100 of 100 waitlist seats remain r, Milca Dubon  Primary  r, 
37738r, SPAN 1002  032r, Mainr, 4r, Basic IIr, Monday Wednesday FridaySMTWTFS10:00  AM   10:50  AM Type:  Class Building: Anderson Hall Room: 00406 Start Date: 01 13 2020 End Date: 05 06 2020NoneSMTWTFS    Type:  Drop In Building: None Room: None Start Date: 01 13 2020 End Date: 05 06 2020r, 7   11 of 24 seats remain 100 of 100 waitlist seats remain r, K  Eva Weiss Maria C  Franco  Primary  r, 
3870r, SPAN 1002  101r, Amblerr, 4r, Basic IIr, Tuesday ThursdaySMTWTFS09:00  AM   10:40  AM Type:  Class Building: Ambler   Learning Center Room: 00309 Start Date: 01 13 2020 End Date: 05 06 2020r0, 7   16 of 24 seats remain 100 of 100 waitlist seats remain r1, Chloe Huh Prudente  Primary  r2, 
333r7, SPAN 1002  401r8, Center Cityr9, 4r:, Basic IIr, Tuesday ThursdaySMTWTFS05:30  PM   07:10  PM Type:  Class Building: TUCC 1515 Market Street Room: 00601 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   23 of 24 seats remain 100 of 100 waitlist seats remain r    h, 1r    h,
31022rB, SPAN 1002  701rC, MainrD, 4rE, Basic IIrF, r   NoneSMTWTFS    Type:  Online course activity Building: None Room: None Start Date: 01 13 2020 End Date: 05 06 2020rG, FULL: 0 of 20 seats remain  88 of 100 waitlist seats remain rH, Ashley Shaffer  Primary  rI, 
40629rN, SPAN 1002  801rO, JapanrP, 4rQ, Basic IIrR, Monday Wednesday FridaySMTWTFS06:00  PM   07:20  PM Type:  Class Building: Temple Japan Main Building Room: 00311 Start Date: 01 14 2020 End Date: 04 22 2020rS, 7   13 of 18 seats remain 100 of 100 waitlist seats remain rT, Alonso Oviedo Ceron  Primary  rU, Language Ar
35168rZ, SPAN 1003  001r, Mainr, 3r, Intermediater^, Tuesday ThursdaySMTWTFS02:00  PM   03:20  PM Type:  Class Building: Gladfelter Hall Room: 00604 Start Date: 01 13 2020 End Date: 05 06 2020r, FULL: 0 of 24 seats remain  100 of 100 waitlist seats remain r, Marcela Pardes  Primary  ra, 
19254rf, SPAN 1003  002rg, Mainrh, 3ri, Intermediaterj, Tuesday ThursdaySMTWTFS09:30  AM   10:50  AM Type:  Class Building: Gladfelter Hall Room: 00448 Start Date: 01 13 2020 End Date: 05 06 2020rk, 6   1 of 24 seats remain 100 of 100 waitlist seats remain rl, Marcela Pardes  Primary  rm, 
859rr, SPAN 1003  003rs, Mainrt, 3ru, Intermediaterv, Monday Wednesday FridaySMTWTFS11:00  AM   11:50  AM Type:  Class Building: Anderson Hall Room: 00406 Start Date: 01 13 2020 End Date: 05 06 2020rw, 7   10 of 24 seats remain 100 of 100 waitlist seats remain rx, Doaa S  Morsy  Primary  ry, 
3873r, SPAN 1003  006r, Mainr, 3r, Intermediater, Tuesday ThursdaySMTWTFS03:30  PM   04:50  PM Type:  Class Building: Ritter Annex Room: 00309 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   12 of 24 seats remain 100 of 100 waitlist seats remain r, Christopher J  Jacobs  Primary  r, 
3874r, SPAN 1003  007r, Mainr, 3r, Intermediater, Tuesday ThursdaySMTWTFS12:30  PM   01:50  PM Type:  Class Building: Anderson Hall Room: 00406 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   16 of 24 seats remain 100 of 100 waitlist seats remain r, Victor Pascual Duran  Primary  r, 
860r, SPAN 1003  009r, Mainr, 3r, Intermediater, Monday Wednesday FridaySMTWTFS01:00  PM   01:50  PM Type:  Class Building: Anderson Hall Room: 00606 Start Date: 01 13 2020 End Date: 05 06 2020r, 6   8 of 24 seats remain 100 of 100 waitlist seats remain r, Carlos Gonzalez Ferrin  Primary  r, 
3879r, SPAN 1003  014r, Mainr, 3r, Intermediater, Monday Wednesday FridaySMTWTFS10:00  AM   10:50  AM Type:  Class Building: Anderson Hall Room: 00506 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   14 of 24 seats remain 100 of 100 waitlist seats remain r, Doaa S  Morsy  Primary  r, 
7600r, SPAN 1902  001r, Mainr, 4r, Honors Basic IIr, TuesdaySMTWTFS01:30  PM   03:10  PM Type:  Class Building: Anderson Hall Room: 00906 Start Date: 01 13 2020 End Date: 05 06 2020ThursdaySMTWTFS01:30  PM   03:10  PM Type:  Laboratory Building: Anderson Hall Room: 00103 Start Date: 01 13 2020 End Date: 05 06 2020r, FULL: 0 of 5 seats remain  99 of 100 waitlist seats remain r, Maria E  Recio  Primary  r, 
846r, SPAN 2001  001r, Mainr, 3r, Conversational Reviewr, Monday Wednesday FridaySMTWTFS10:00  AM   10:50  AM Type:  Class Building: Anderson Hall Room: 00421 Start Date: 01 13 2020 End Date: 05 06 2020r, FULL: 0 of 20 seats remain  100 of 100 waitlist seats remain r, Olivia M  Beggins  Primary  r,
848r, SPAN 2001  002r, Mainr, 3r, Conversational Reviewr, Monday Wednesday FridaySMTWTFS11:00  AM   11:50  AM Type:  Class Building: Anderson Hall Room: 00421 Start Date: 01 13 2020 End Date: 05 06 2020r, 6   1 of 20 seats remain 100 of 100 waitlist seats remain r, Olivia M  Beggins  Primary  r,
35169r, SPAN 2001  004r, Mainr, 3r, Conversational Reviewr, Tuesday ThursdaySMTWTFS09:30  AM   10:50  AM Type:  Class Building: Anderson Hall Room: 00421 Start Date: 01 13 2020 End Date: 05 06 2020r, 6   4 of 20 seats remain 100 of 100 waitlist seats remain r, Julia Chindemi Vila  Primary  r,
851r, SPAN 2001  006r, Mainr, 3r, Conversational Reviewr, Monday Wednesday FridaySMTWTFS12:00  PM   12:50  PM Type:  Class Building: Anderson Hall Room: 00506 Start Date: 01 13 2020 End Date: 05 06 2020r, FULL: 0 of 20 seats remain  99 of 100 waitlist seats remain r, Gema Valencia Turco  Primary  r,
852r, SPAN 2001  007r, Mainr, 3r, Conversational Reviewr, Tuesday ThursdaySMTWTFS12:30  PM   01:50  PM Type:  Class Building: Gladfelter Hall Room: 00824 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   10 of 20 seats remain 100 of 100 waitlist seats remain r, Melisa Martinez Ascanio  Primary  r,
853r, SPAN 2001  010r, Mainr, 3r, Conversational Reviewr, Tuesday ThursdaySMTWTFS02:00  PM   03:20  PM Type:  Class Building: Gladfelter Hall Room: 00613 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   12 of 20 seats remain 100 of 100 waitlist seats remain r, Melisa Martinez Ascanio  Primary  r,
40630r, SPAN 2001  801r, Japanr, 3r, Conversational Reviewr, Monday Wednesday FridaySMTWTFS04:50  PM   05:50  PM Type:  Class Building: Temple Japan Main Building Room: 00302 Start Date: 01 14 2020 End Date: 04 22 2020r, 7   14 of 18 seats remain 100 of 100 waitlist seats remain r, Alonso Oviedo Ceron  Primary  r,
28648r, SPAN 2002  001r, Mainr, 3r, Hispanic Readingsr, Tuesday ThursdaySMTWTFS11:00  AM   12:20  PM Type:  Class Building: Gladfelter Hall Room: 00341 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   10 of 20 seats remain 100 of 100 waitlist seats remain r, Julia Chindemi Vila  Primary  r,
854r, SPAN 2002  002r, Mainr, 3r, Hispanic Readingsr, Monday Wednesday FridaySMTWTFS10:00  AM   10:50  AM Type:  Class Building: Gladfelter Hall Room: 00659 Start Date: 01 13 2020 End Date: 05 06 2020r, 6   6 of 20 seats remain 100 of 100 waitlist seats remain r, Gema Valencia Turco  Primary  r,
2329r, SPAN 2002  005r, Mainr, 3r, Hispanic Readingsr, Tuesday ThursdaySMTWTFS03:30  PM   04:50  PM Type:  Class Building: Anderson Hall Room: 00306 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   12 of 20 seats remain 100 of 100 waitlist seats remain r, Adam Joseph Shellhorse  Primary  r,
37715r, SPAN 2011  001r, Mainr, 3r, Spanish for Heritage and Bilingual Speakersr, Tuesday ThursdaySMTWTFS12:30  PM   01:50  PM Type:  Class Building: Gladfelter Hall Room: 00741 Start Date: 01 13 2020 End Date: 05 06 2020r, 6   8 of 20 seats remain 100 of 100 waitlist seats remain r, Janire Zalbidea  Primary  r,
